[ 2025-12-19 00:24:26 | node_4 | INFO ] 🧩 Model added (2/5) from ['node_2']
[ 2025-12-19 00:24:30 | node_5 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-19 00:24:30 | node_2 | INFO ] 🤫 Gossip finished.
[ 2025-12-19 00:24:30 | node_2 | INFO ] 🎉 Round 40 of 50 finished.
[ 2025-12-19 00:24:30 | node_10 | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-19 00:24:30 | node_10 | INFO ] 🤫 Gossip finished.
[ 2025-12-19 00:24:30 | node_2 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-19 00:24:30 | node_10 | INFO ] 🎉 Round 40 of 50 finished.
[ 2025-12-19 00:24:30 | node_10 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-19 00:24:31 | node | INFO ] 🤫 Gossip finished.
[ 2025-12-19 00:24:31 | node | INFO ] 🎉 Round 40 of 50 finished.
[ 2025-12-19 00:24:31 | node | INFO ] 🗳️ Sending train set vote.
[ 2025-12-19 00:24:31 | node_1 | INFO ] 🤫 Gossip finished.
[ 2025-12-19 00:24:31 | node_13 | INFO ] 🤫 Gossip finished.
[ 2025-12-19 00:24:31 | node_1 | INFO ] 🎉 Round 40 of 50 finished.
[ 2025-12-19 00:24:31 | node_13 | INFO ] 🎉 Round 40 of 50 finished.
[ 2025-12-19 00:24:31 | node_1 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-19 00:24:31 | node_14 | INFO ] 🤫 Gossip finished.
[ 2025-12-19 00:24:31 | node_13 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-19 00:24:31 | node_14 | INFO ] 🎉 Round 40 of 50 finished.
[ 2025-12-19 00:24:31 | node_14 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-19 00:24:31 | node_4 | INFO ] 🤫 Gossip finished.
[ 2025-12-19 00:24:31 | node_4 | INFO ] 🎉 Round 40 of 50 finished.
[ 2025-12-19 00:24:31 | node_4 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-19 00:24:31 | node_6 | INFO ] 🤫 Gossip finished.
[ 2025-12-19 00:24:31 | node_6 | INFO ] 🎉 Round 40 of 50 finished.
[ 2025-12-19 00:24:31 | node_6 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-19 00:24:31 | node_3 | INFO ] 🤫 Gossip finished.
[ 2025-12-19 00:24:31 | node_3 | INFO ] 🎉 Round 40 of 50 finished.
[ 2025-12-19 00:24:31 | node_3 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-19 00:24:31 | node_7 | INFO ] 🤫 Gossip finished.
[ 2025-12-19 00:24:31 | node_7 | INFO ] 🎉 Round 40 of 50 finished.
[ 2025-12-19 00:24:31 | node_7 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-19 00:24:31 | node_9 | INFO ] 🤫 Gossip finished.
[ 2025-12-19 00:24:31 | node_8 | INFO ] 🤫 Gossip finished.
[ 2025-12-19 00:24:31 | node_9 | INFO ] 🎉 Round 40 of 50 finished.
[ 2025-12-19 00:24:31 | node_11 | INFO ] 🤫 Gossip finished.
[ 2025-12-19 00:24:31 | node_9 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-19 00:24:31 | node_8 | INFO ] 🎉 Round 40 of 50 finished.
[ 2025-12-19 00:24:31 | node_11 | INFO ] 🎉 Round 40 of 50 finished.
[ 2025-12-19 00:24:31 | node_8 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-19 00:24:31 | node_11 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-19 00:24:31 | node_12 | INFO ] 🤫 Gossip finished.
[ 2025-12-19 00:24:31 | node_12 | INFO ] 🎉 Round 40 of 50 finished.
[ 2025-12-19 00:24:31 | node_12 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-19 00:24:33 | node | INFO ] 🔢 Computed 15 votes.
[ 2025-12-19 00:24:33 | node | INFO ] 🚂 Train set of 15 nodes: ['node_3', 'node_7', 'node_11', 'node', 'node_2', 'node_8', 'node_13', 'node_5', 'node_12', 'node_1', 'node_10', 'node_14', 'node_4', 'node_6', 'node_9']
[ 2025-12-19 00:24:33 | node | INFO ] 🔬 Evaluating...
[ 2025-12-19 00:24:33 | node_9 | INFO ] 🔢 Computed 15 votes.
[ 2025-12-19 00:24:33 | node_9 | INFO ] 🚂 Train set of 15 nodes: ['node_3', 'node_7', 'node_11', 'node', 'node_2', 'node_8', 'node_13', 'node_5', 'node_12', 'node_1', 'node_10', 'node_14', 'node_4', 'node_6', 'node_9']
[ 2025-12-19 00:24:33 | node_9 | INFO ] 🔬 Evaluating...
[ 2025-12-19 00:24:33 | node_14 | INFO ] 🔢 Computed 15 votes.
[ 2025-12-19 00:24:33 | node_14 | INFO ] 🚂 Train set of 15 nodes: ['node_3', 'node_7', 'node_11', 'node', 'node_2', 'node_8', 'node_13', 'node_5', 'node_12', 'node_1', 'node_10', 'node_14', 'node_4', 'node_6', 'node_9']
[ 2025-12-19 00:24:33 | node_14 | INFO ] 🔬 Evaluating...
[ 2025-12-19 00:24:33 | node_13 | INFO ] 🔢 Computed 15 votes.
[ 2025-12-19 00:24:33 | node_13 | INFO ] 🚂 Train set of 15 nodes: ['node_3', 'node_7', 'node_11', 'node', 'node_2', 'node_8', 'node_13', 'node_5', 'node_12', 'node_1', 'node_10', 'node_14', 'node_4', 'node_6', 'node_9']
[ 2025-12-19 00:24:33 | node_13 | INFO ] 🔬 Evaluating...
[ 2025-12-19 00:24:33 | node_2 | INFO ] 🔢 Computed 15 votes.
[ 2025-12-19 00:24:33 | node_2 | INFO ] 🚂 Train set of 15 nodes: ['node_3', 'node_7', 'node_11', 'node', 'node_2', 'node_8', 'node_13', 'node_5', 'node_12', 'node_1', 'node_10', 'node_14', 'node_4', 'node_6', 'node_9']
[ 2025-12-19 00:24:33 | node_2 | INFO ] 🔬 Evaluating...
[ 2025-12-19 00:24:33 | node_1 | INFO ] 🔢 Computed 15 votes.
[ 2025-12-19 00:24:33 | node_1 | INFO ] 🚂 Train set of 15 nodes: ['node_3', 'node_7', 'node_11', 'node', 'node_2', 'node_8', 'node_13', 'node_5', 'node_12', 'node_1', 'node_10', 'node_14', 'node_4', 'node_6', 'node_9']
[ 2025-12-19 00:24:33 | node_1 | INFO ] 🔬 Evaluating...
[ 2025-12-19 00:24:33 | node_12 | INFO ] 🔢 Computed 15 votes.
[ 2025-12-19 00:24:33 | node_12 | INFO ] 🚂 Train set of 15 nodes: ['node_3', 'node_7', 'node_11', 'node', 'node_2', 'node_8', 'node_13', 'node_5', 'node_12', 'node_1', 'node_10', 'node_14', 'node_4', 'node_6', 'node_9']
[ 2025-12-19 00:24:33 | node_12 | INFO ] 🔬 Evaluating...
[ 2025-12-19 00:24:33 | node_6 | INFO ] 🔢 Computed 15 votes.
[ 2025-12-19 00:24:33 | node_6 | INFO ] 🚂 Train set of 15 nodes: ['node_3', 'node_7', 'node_11', 'node', 'node_2', 'node_8', 'node_13', 'node_5', 'node_12', 'node_1', 'node_10', 'node_14', 'node_4', 'node_6', 'node_9']
[ 2025-12-19 00:24:33 | node_6 | INFO ] 🔬 Evaluating...
[ 2025-12-19 00:24:33 | node_10 | INFO ] 🔢 Computed 15 votes.
[ 2025-12-19 00:24:33 | node_10 | INFO ] 🚂 Train set of 15 nodes: ['node_3', 'node_7', 'node_11', 'node', 'node_2', 'node_8', 'node_13', 'node_5', 'node_12', 'node_1', 'node_10', 'node_14', 'node_4', 'node_6', 'node_9']
[ 2025-12-19 00:24:33 | node_10 | INFO ] 🔬 Evaluating...
[ 2025-12-19 00:24:33 | node_8 | INFO ] 🔢 Computed 15 votes.
[ 2025-12-19 00:24:33 | node_8 | INFO ] 🚂 Train set of 15 nodes: ['node_3', 'node_7', 'node_11', 'node', 'node_2', 'node_8', 'node_13', 'node_5', 'node_12', 'node_1', 'node_10', 'node_14', 'node_4', 'node_6', 'node_9']
[ 2025-12-19 00:24:33 | node_7 | INFO ] 🔢 Computed 15 votes.
[ 2025-12-19 00:24:33 | node_8 | INFO ] 🔬 Evaluating...
[ 2025-12-19 00:24:33 | node_7 | INFO ] 🚂 Train set of 15 nodes: ['node_3', 'node_7', 'node_11', 'node', 'node_2', 'node_8', 'node_13', 'node_5', 'node_12', 'node_1', 'node_10', 'node_14', 'node_4', 'node_6', 'node_9']
[ 2025-12-19 00:24:33 | node_7 | INFO ] 🔬 Evaluating...
[ 2025-12-19 00:24:33 | node_11 | INFO ] 🔢 Computed 15 votes.
[ 2025-12-19 00:24:33 | node_11 | INFO ] 🚂 Train set of 15 nodes: ['node_3', 'node_7', 'node_11', 'node', 'node_2', 'node_8', 'node_13', 'node_5', 'node_12', 'node_1', 'node_10', 'node_14', 'node_4', 'node_6', 'node_9']
[ 2025-12-19 00:24:33 | node_11 | INFO ] 🔬 Evaluating...
[ 2025-12-19 00:24:33 | node | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 4.238385200500488, 'test_acc\n': 0.6879084706306458, 'test_precision\n': 0.3419480621814728, 'test_recall\n': 0.2967240512371063, 'test_f1\n': 0.306447833776474}
[ 2025-12-19 00:24:33 | node | INFO ] 📢 Broadcasting metrics.
[ 2025-12-19 00:24:33 | node_9 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 2.0349161624908447, 'test_acc\n': 0.8088889122009277, 'test_precision\n': 0.4547731578350067, 'test_recall\n': 0.45813021063804626, 'test_f1\n': 0.45251399278640747}
[ 2025-12-19 00:24:33 | node_9 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-19 00:24:33 | node | INFO ] 🏋️‍♀️ Training...
[ 2025-12-19 00:24:33 | node_9 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-19 00:24:34 | node_14 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 7.546142578125, 'test_acc\n': 0.8316498398780823, 'test_precision\n': 0.4163148105144501, 'test_recall\n': 0.44611161947250366, 'test_f1\n': 0.41841742396354675}
[ 2025-12-19 00:24:34 | node_14 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-19 00:24:34 | node_13 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 2.2670376300811768, 'test_acc\n': 0.8913043737411499, 'test_precision\n': 0.4683026969432831, 'test_recall\n': 0.4435309171676636, 'test_f1\n': 0.45162150263786316}
[ 2025-12-19 00:24:34 | node_13 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-19 00:24:34 | node_3 | INFO ] 🔢 Computed 15 votes.
[ 2025-12-19 00:24:34 | node_3 | INFO ] 🚂 Train set of 15 nodes: ['node_3', 'node_7', 'node_11', 'node', 'node_2', 'node_8', 'node_13', 'node_5', 'node_12', 'node_1', 'node_10', 'node_14', 'node_4', 'node_6', 'node_9']
[ 2025-12-19 00:24:34 | node_3 | INFO ] 🔬 Evaluating...
[ 2025-12-19 00:24:34 | node_14 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-19 00:24:34 | node_4 | INFO ] 🔢 Computed 15 votes.
[ 2025-12-19 00:24:34 | node_13 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-19 00:24:34 | node_4 | INFO ] 🚂 Train set of 15 nodes: ['node_3', 'node_7', 'node_11', 'node', 'node_2', 'node_8', 'node_13', 'node_5', 'node_12', 'node_1', 'node_10', 'node_14', 'node_4', 'node_6', 'node_9']
[ 2025-12-19 00:24:34 | node_4 | INFO ] 🔬 Evaluating...
[ 2025-12-19 00:24:34 | node_1 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 4.231492519378662, 'test_acc\n': 0.7513116598129272, 'test_precision\n': 0.33171346783638, 'test_recall\n': 0.3124072849750519, 'test_f1\n': 0.3196306824684143}
[ 2025-12-19 00:24:34 | node_5 | INFO ] 🔢 Computed 15 votes.
[ 2025-12-19 00:24:34 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-19 00:24:34 | node_5 | INFO ] 🚂 Train set of 15 nodes: ['node_3', 'node_7', 'node_11', 'node', 'node_2', 'node_8', 'node_13', 'node_5', 'node_12', 'node_1', 'node_10', 'node_14', 'node_4', 'node_6', 'node_9']
[ 2025-12-19 00:24:34 | node_2 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 0.7362359762191772, 'test_acc\n': 0.8160427808761597, 'test_precision\n': 0.30705976486206055, 'test_recall\n': 0.2568073868751526, 'test_f1\n': 0.27380940318107605}
[ 2025-12-19 00:24:34 | node_5 | INFO ] 🔬 Evaluating...
[ 2025-12-19 00:24:34 | node_2 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-19 00:24:34 | node_12 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 17.091951370239258, 'test_acc\n': 0.29927006363868713, 'test_precision\n': 0.17552685737609863, 'test_recall\n': 0.16699419915676117, 'test_f1\n': 0.13647174835205078}
[ 2025-12-19 00:24:34 | node_12 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-19 00:24:34 | node_1 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-19 00:24:34 | node_2 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-19 00:24:34 | node_12 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-19 00:24:35 | node_6 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 0.715796172618866, 'test_acc\n': 0.8753297924995422, 'test_precision\n': 0.34082531929016113, 'test_recall\n': 0.314155250787735, 'test_f1\n': 0.3245132863521576}
[ 2025-12-19 00:24:35 | node_6 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-19 00:24:35 | node_6 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-19 00:24:35 | node_8 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 2.474072217941284, 'test_acc\n': 0.8074766397476196, 'test_precision\n': 0.3550824820995331, 'test_recall\n': 0.3403460383415222, 'test_f1\n': 0.33154186606407166}
[ 2025-12-19 00:24:35 | node_8 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-19 00:24:35 | node_7 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 4.523222923278809, 'test_acc\n': 0.7611607313156128, 'test_precision\n': 0.4598037898540497, 'test_recall\n': 0.4354230761528015, 'test_f1\n': 0.4323093891143799}
[ 2025-12-19 00:24:35 | node_7 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-19 00:24:35 | node_10 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 8.499828338623047, 'test_acc\n': 0.6554307341575623, 'test_precision\n': 0.34825342893600464, 'test_recall\n': 0.3255231976509094, 'test_f1\n': 0.33439600467681885}
[ 2025-12-19 00:24:35 | node_10 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-19 00:24:35 | node_8 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-19 00:24:35 | node_7 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-19 00:24:35 | node_10 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-19 00:24:35 | node_11 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 9.620232582092285, 'test_acc\n': 0.765625, 'test_precision\n': 0.4077061116695404, 'test_recall\n': 0.3791031837463379, 'test_f1\n': 0.3913416266441345}
[ 2025-12-19 00:24:35 | node_11 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-19 00:24:35 | node_11 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-19 00:24:36 | node_3 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 1.5937435626983643, 'test_acc\n': 0.8484848737716675, 'test_precision\n': 0.5282706618309021, 'test_recall\n': 0.4863229990005493, 'test_f1\n': 0.48544377088546753}
[ 2025-12-19 00:24:36 | node_3 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-19 00:24:36 | node_9 | INFO ] 🎓 Training done.
[ 2025-12-19 00:24:36 | node_9 | INFO ] 🧩 Model added (1/5) from ['node_9']
[ 2025-12-19 00:24:36 | node_3 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-19 00:24:36 | node_14 | INFO ] 🎓 Training done.
[ 2025-12-19 00:24:36 | node_14 | INFO ] 🧩 Model added (1/5) from ['node_14']
[ 2025-12-19 00:24:36 | node_4 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 0.9940769076347351, 'test_acc\n': 0.8948919177055359, 'test_precision\n': 0.3513343334197998, 'test_recall\n': 0.32840949296951294, 'test_f1\n': 0.3387625217437744}
[ 2025-12-19 00:24:36 | node_4 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-19 00:24:37 | node_4 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-19 00:24:37 | node_13 | INFO ] 🎓 Training done.
[ 2025-12-19 00:24:37 | node_13 | INFO ] 🧩 Model added (1/5) from ['node_13']
[ 2025-12-19 00:24:37 | node_5 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 4.491103649139404, 'test_acc\n': 0.6807760000228882, 'test_precision\n': 0.4061419367790222, 'test_recall\n': 0.32795998454093933, 'test_f1\n': 0.3371283710002899}
[ 2025-12-19 00:24:37 | node_5 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-19 00:24:37 | node_5 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-19 00:24:37 | node | INFO ] 🎓 Training done.
[ 2025-12-19 00:24:37 | node | INFO ] 🧩 Model added (1/5) from ['node']
[ 2025-12-19 00:24:37 | node_2 | INFO ] 🎓 Training done.
[ 2025-12-19 00:24:37 | node_2 | INFO ] 🧩 Model added (1/5) from ['node_2']
[ 2025-12-19 00:24:37 | node_12 | INFO ] 🎓 Training done.
[ 2025-12-19 00:24:37 | node_12 | INFO ] 🧩 Model added (1/5) from ['node_12']
[ 2025-12-19 00:24:38 | node_1 | INFO ] 🎓 Training done.
[ 2025-12-19 00:24:38 | node_1 | INFO ] 🧩 Model added (1/5) from ['node_1']
